post_id,date,text,sentiment_score,emotion,distress_score,risk_level,clean_text
P06054,2021-04-01,Very fun and okay.,0.8090022020745866,Happiness,0.0644336987668446,Low Risk,very fun and okay
P05784,2021-04-01,Today was really stressed.,-0.3250412407670084,Sadness,0.5856839488416452,Medium Risk,today was really stressed
P06481,2021-04-02,"I can't take this give up anymore, it's hurt myself and I want to pain.",-0.5915290006649896,Sadness,0.9867098676756616,High Risk,i cant take this give up anymore its hurt myself and i want to pain
P09466,2021-04-02,Very sunny and okay.,0.4964582760790751,Surprise,0.0597343979069065,Low Risk,very sunny and okay
P08489,2021-04-02,I am feeling so hopeless. I just want to hopeless.,-0.9002386795493854,Fear,0.723973876174777,High Risk,i am feeling so hopeless i just want to hopeless
P06156,2021-04-02,I am feeling so depressed. I just want to depressed.,-0.6103866744588724,Fear,0.8455084584818915,High Risk,i am feeling so depressed i just want to depressed
P08226,2021-04-02,I am dark and anxious lately.,-0.1805092096758712,Sadness,0.5046002230635244,Medium Risk,i am dark and anxious lately
P09636,2021-04-03,Today was really sad.,-0.3949972974907693,Disgust,0.6560362682228629,Medium Risk,today was really sad
P07906,2021-04-03,I am lonely and heavy lately.,-0.1778772104443456,Anger,0.446881362647279,Medium Risk,i am lonely and heavy lately
P03484,2021-04-04,Very sunny and good.,0.9844463527274347,Happiness,0.2464394248597418,Low Risk,very sunny and good
P02399,2021-04-04,Everything is pointless and I feel give up.,-0.6977555088707703,Sadness,0.8036383454404806,High Risk,everything is pointless and i feel give up
P01519,2021-04-04,Very working and movie.,0.3933271366553481,Surprise,0.1434645452105836,Low Risk,very working and movie
P05219,2021-04-04,Today was really heavy.,-0.4437641455004446,Sadness,0.6622328883154451,Medium Risk,today was really heavy
P08478,2021-04-05,Very friends and happy.,0.5538394197036478,Happiness,0.133214905621896,Low Risk,very friends and happy
P08925,2021-04-05,Very dinner and going out.,0.8773028198019661,Happiness,0.2541281562742386,Low Risk,very dinner and going out
P09947,2021-04-05,Very dinner and good.,0.9357743449894064,Surprise,0.1956129029252203,Low Risk,very dinner and good
P07446,2021-04-06,Feeling going out today.,0.9163412669349028,Surprise,0.1266329236396293,Low Risk,feeling going out today
P03049,2021-04-06,Very good and friends.,0.3556954034596521,Neutral,0.1557547418670768,Low Risk,very good and friends
P08866,2021-04-06,Very movie and going out.,0.6523791642719778,Neutral,0.3659833107525005,Low Risk,very movie and going out
P04381,2021-04-06,I am struggling and tired lately.,-0.113746955494353,Disgust,0.6096512067382658,Medium Risk,i am struggling and tired lately
P00497,2021-04-07,Feeling working today.,0.7093357457337659,Neutral,0.3557563664515377,Low Risk,feeling working today
P08728,2021-04-07,Feeling good today.,0.6097640574694907,Surprise,0.3301105365090964,Low Risk,feeling good today
P02576,2021-04-08,Very okay and working.,0.7066267858663964,Happiness,0.0179005735704952,Low Risk,very okay and working
P02664,2021-04-08,I am sad and anxious lately.,-0.3080167048887702,Anger,0.5011659729730678,Medium Risk,i am sad and anxious lately
P03704,2021-04-08,Very good and happy.,0.7467109065147339,Surprise,0.1356114198975639,Low Risk,very good and happy
P05250,2021-04-09,Very sunny and dinner.,0.3973643258200228,Neutral,0.186035465165818,Low Risk,very sunny and dinner
P06724,2021-04-09,Very sunny and friends.,0.8953313990646683,Neutral,0.2445480226238293,Low Risk,very sunny and friends
P06693,2021-04-10,I am sad and dark lately.,-0.4998590213059827,Anger,0.5380215982594488,Medium Risk,i am sad and dark lately
P06868,2021-04-10,Very happy and good.,0.2201879084694417,Neutral,0.1879375280959389,Low Risk,very happy and good
P04878,2021-04-11,Everything is end it all and I feel depressed.,-0.614737360346185,Sadness,0.7461882982313278,High Risk,everything is end it all and i feel depressed
P07638,2021-04-11,Feeling okay today.,0.2889332009407498,Happiness,0.0046120146932555,Low Risk,feeling okay today
P02950,2021-04-12,I am sad and struggling lately.,-0.3514737322031886,Disgust,0.4403576476867554,Medium Risk,i am sad and struggling lately
P06709,2021-04-12,I am dark and heavy lately.,-0.001073071364413,Anger,0.6665480616593064,Medium Risk,i am dark and heavy lately
P09935,2021-04-12,I am struggling and lonely lately.,-0.4674077857193586,Disgust,0.461465980768426,Medium Risk,i am struggling and lonely lately
P07240,2021-04-13,Today was really struggling.,0.1742102665087589,Fear,0.4070784141589605,Medium Risk,today was really struggling
P09167,2021-04-13,Very happy and fun.,0.642153963062992,Happiness,0.0232285182867442,Low Risk,very happy and fun
P03739,2021-04-13,Very friends and good.,0.3817010924734925,Neutral,0.1550326669747332,Low Risk,very friends and good
P04505,2021-04-13,I am struggling and sad lately.,-0.0847657697094379,Disgust,0.4304511574910606,Medium Risk,i am struggling and sad lately
P03433,2021-04-14,Very okay and fun.,0.8496266344207952,Neutral,0.3159793079068154,Low Risk,very okay and fun
P02665,2021-04-14,I am feeling so worthless. I just want to worthless.,-0.9232912102945564,Fear,0.9412608721893344,High Risk,i am feeling so worthless i just want to worthless
P05156,2021-04-14,I am anxious and sad lately.,-0.2197588372485373,Anger,0.5521130610810129,Medium Risk,i am anxious and sad lately
P06210,2021-04-14,Very good and sunny.,0.5727854256305211,Neutral,0.1931565823977107,Low Risk,very good and sunny
P08514,2021-04-15,Today was really tired.,0.1351441674789334,Fear,0.5332904607925208,Medium Risk,today was really tired
P07753,2021-04-16,Very movie and dinner.,0.3353694170680565,Happiness,0.283338831799303,Low Risk,very movie and dinner
P06227,2021-04-17,I am feeling so suffering. I just want to suffering.,-0.9746081803816244,Fear,0.946210250885819,High Risk,i am feeling so suffering i just want to suffering
P07475,2021-04-17,I am feeling so give up. I just want to give up.,-0.9593459633483408,Sadness,0.7392779678484579,High Risk,i am feeling so give up i just want to give up
P00091,2021-04-17,Feeling movie today.,0.6434832420091205,Surprise,0.2920157266247274,Low Risk,feeling movie today
P00261,2021-04-18,"I can't take this end it all anymore, it's worthless and I want to pointless.",-0.5428505967197506,Sadness,0.9445163285207372,High Risk,i cant take this end it all anymore its worthless and i want to pointless
P06923,2021-04-18,Everything is depressed and I feel hopeless.,-0.6532069588679166,Sadness,0.9430567285814834,High Risk,everything is depressed and i feel hopeless
P04154,2021-04-19,Very okay and good.,0.6092449572154497,Happiness,0.1808374089561536,Low Risk,very okay and good
P02542,2021-04-19,Very fun and dinner.,0.6091740320340939,Surprise,0.1644188774224232,Low Risk,very fun and dinner
P04439,2021-04-19,I am overwhelmed and dark lately.,-0.4759422558690563,Disgust,0.6102195641089796,Medium Risk,i am overwhelmed and dark lately
P04053,2021-04-19,Everything is give up and I feel pain.,-0.7687330073108498,Fear,0.99712046037466,High Risk,everything is give up and i feel pain
P03944,2021-04-19,Very happy and working.,0.8341603604490551,Neutral,0.3719204345230891,Low Risk,very happy and working
P05128,2021-04-20,Today was really anxious.,0.067286952914521,Anger,0.690897923950811,Medium Risk,today was really anxious
P01927,2021-04-20,Very okay and happy.,0.4564505794887397,Happiness,0.2046362442586197,Low Risk,very okay and happy
P09282,2021-04-21,Very okay and going out.,0.4143386076060401,Neutral,0.0062120552187517,Low Risk,very okay and going out
P01085,2021-04-21,Very okay and friends.,0.9148756691601052,Neutral,0.3331718862296912,Low Risk,very okay and friends
P07330,2021-04-21,I am overwhelmed and stressed lately.,-0.1218881382506708,Disgust,0.4561214845601713,Medium Risk,i am overwhelmed and stressed lately
P01181,2021-04-22,I am dark and lonely lately.,-0.2409828331000288,Sadness,0.47526372996721,Medium Risk,i am dark and lonely lately
P07661,2021-04-22,I am feeling so no way out. I just want to no way out.,-0.8882648371622108,Fear,0.8110014517170535,High Risk,i am feeling so no way out i just want to no way out
P09294,2021-04-22,Very dinner and happy.,0.7444010954455182,Surprise,0.387426280013734,Low Risk,very dinner and happy
P04958,2021-04-23,Very happy and going out.,0.7010048649058385,Happiness,0.3369128394992863,Low Risk,very happy and going out
P06479,2021-04-23,Very okay and dinner.,0.8586793283231084,Neutral,0.252396461685457,Low Risk,very okay and dinner
P05926,2021-04-23,I am stressed and sad lately.,-0.2851128453547179,Disgust,0.457310643328023,Medium Risk,i am stressed and sad lately
P07841,2021-04-23,I am stressed and lonely lately.,-0.3106386847231392,Fear,0.446449395458034,Medium Risk,i am stressed and lonely lately
P01364,2021-04-24,Everything is suffering and I feel depressed.,-0.7580698905678442,Fear,0.9436978540741184,High Risk,everything is suffering and i feel depressed
P01069,2021-04-24,"I can't take this hopeless anymore, it's worthless and I want to pain.",-0.789619399117037,Fear,0.7097977182353488,High Risk,i cant take this hopeless anymore its worthless and i want to pain
P01667,2021-04-24,Very fun and happy.,0.3004656821681286,Happiness,0.3060595399445056,Low Risk,very fun and happy
P04062,2021-04-24,I am sad and stressed lately.,-0.2541547021295109,Fear,0.4756044201037157,Medium Risk,i am sad and stressed lately
P01313,2021-04-24,I am stressed and struggling lately.,-0.4988493700212852,Fear,0.4164198120774958,Medium Risk,i am stressed and struggling lately
P03778,2021-04-25,Very fun and good.,0.3357707331159285,Neutral,0.0114379353437769,Low Risk,very fun and good
P06334,2021-04-25,Everything is worthless and I feel pointless.,-0.8205374760589405,Fear,0.7490578625824361,High Risk,everything is worthless and i feel pointless
P08273,2021-04-25,I am feeling so pointless. I just want to pointless.,-0.5297633184692809,Fear,0.7091309607211926,High Risk,i am feeling so pointless i just want to pointless
P03807,2021-04-25,I am lonely and sad lately.,-0.0579685030070749,Fear,0.5487807503645138,Medium Risk,i am lonely and sad lately
P09505,2021-04-26,Very fun and going out.,0.5413082597162058,Neutral,0.0472463705969064,Low Risk,very fun and going out
P05302,2021-04-26,I am anxious and heavy lately.,-0.3443296766621782,Sadness,0.4857420778236853,Medium Risk,i am anxious and heavy lately
P07914,2021-04-26,I am tired and anxious lately.,-0.2555183211300403,Disgust,0.5525557094837756,Medium Risk,i am tired and anxious lately
P00682,2021-04-27,I am anxious and lonely lately.,-0.3184655718780338,Fear,0.4531512775815596,Medium Risk,i am anxious and lonely lately
P03320,2021-04-27,"I can't take this hopeless anymore, it's end it all and I want to pointless.",-0.7578285488639376,Fear,0.7833146917721717,High Risk,i cant take this hopeless anymore its end it all and i want to pointless
P03746,2021-04-27,Very working and friends.,0.5725055372473096,Neutral,0.100217769708528,Low Risk,very working and friends
P04877,2021-04-28,Today was really dark.,-0.2246104965547031,Fear,0.535202876302495,Medium Risk,today was really dark
P08999,2021-04-28,Very friends and movie.,0.3811869195871175,Neutral,0.0118535276946773,Low Risk,very friends and movie
P03061,2021-04-29,I am lonely and struggling lately.,-0.1735879070126717,Sadness,0.6772233415882808,Medium Risk,i am lonely and struggling lately
P08960,2021-04-30,I am dark and struggling lately.,-0.075057812453652,Fear,0.5225947946167814,Medium Risk,i am dark and struggling lately
P02044,2021-05-01,Very going out and fun.,0.210813817359776,Happiness,0.0673762204527661,Low Risk,very going out and fun
P09475,2021-05-02,I am tired and dark lately.,-0.3849611701285488,Fear,0.4310931779968777,Medium Risk,i am tired and dark lately
P02396,2021-05-02,Very dinner and friends.,0.5155877050780042,Surprise,0.3833310745925547,Low Risk,very dinner and friends
P02798,2021-05-03,Very happy and movie.,0.5622145036091206,Surprise,0.3509498082165566,Low Risk,very happy and movie
P08022,2021-05-03,"I can't take this pain anymore, it's suffering and I want to give up.",-0.786939090981317,Fear,0.7963604046079195,High Risk,i cant take this pain anymore its suffering and i want to give up
P04571,2021-05-03,Everything is depressed and I feel suffering.,-0.7762498637381727,Fear,0.972000644384557,High Risk,everything is depressed and i feel suffering
P01065,2021-05-03,I am heavy and dark lately.,0.0842136668166904,Disgust,0.5446396296759526,Medium Risk,i am heavy and dark lately
P05131,2021-05-03,Very good and fun.,0.4914635077828758,Neutral,0.2430890991348505,Low Risk,very good and fun
P01550,2021-05-03,I am feeling so end it all. I just want to end it all.,-0.954111196764412,Sadness,0.8938929800972144,High Risk,i am feeling so end it all i just want to end it all
P00287,2021-05-05,Very movie and fun.,0.2296061077723941,Neutral,0.1458788997829223,Low Risk,very movie and fun
P05911,2021-05-06,Very movie and sunny.,0.8766101168942437,Happiness,0.3106021669866683,Low Risk,very movie and sunny
P02814,2021-05-06,Very good and movie.,0.7148193282993514,Neutral,0.029187333170275,Low Risk,very good and movie
P08510,2021-05-07,I am heavy and struggling lately.,0.0711836659267578,Fear,0.6531445950124269,Medium Risk,i am heavy and struggling lately
P08380,2021-05-07,Very going out and working.,0.4402878573786407,Happiness,0.3150028976019983,Low Risk,very going out and working
P08942,2021-05-09,"I can't take this depressed anymore, it's hopeless and I want to pain.",-0.6917909520410822,Sadness,0.7283079724781918,High Risk,i cant take this depressed anymore its hopeless and i want to pain
P06368,2021-05-10,Very friends and okay.,0.7326344761580927,Surprise,0.3468844410061458,Low Risk,very friends and okay
P04992,2021-05-10,I am struggling and anxious lately.,-0.474896321081739,Fear,0.4193312876658077,Medium Risk,i am struggling and anxious lately
P05735,2021-05-10,Very movie and okay.,0.8123235514033771,Neutral,0.0253607959759225,Low Risk,very movie and okay
P07559,2021-05-10,Very fun and friends.,0.5108082628480891,Neutral,0.1627046827354918,Low Risk,very fun and friends
P00276,2021-05-11,Very fun and movie.,0.8395327031751834,Neutral,0.108858054891985,Low Risk,very fun and movie
P08083,2021-05-12,"I can't take this pain anymore, it's end it all and I want to hopeless.",-0.9460893111899518,Sadness,0.7426771734912446,High Risk,i cant take this pain anymore its end it all and i want to hopeless
P08126,2021-05-12,"I can't take this hopeless anymore, it's worthless and I want to hurt myself.",-0.8708611264981927,Fear,0.8438066702800731,High Risk,i cant take this hopeless anymore its worthless and i want to hurt myself
P04126,2021-05-16,I am overwhelmed and tired lately.,-0.2236001241302523,Sadness,0.6359839183653705,Medium Risk,i am overwhelmed and tired lately
P08381,2021-05-17,Very sunny and movie.,0.8007032282490341,Surprise,0.230556900079922,Low Risk,very sunny and movie
P05357,2021-05-17,I am overwhelmed and anxious lately.,0.1118321400388149,Anger,0.4704784789872255,Medium Risk,i am overwhelmed and anxious lately
P05796,2021-05-17,Everything is worthless and I feel hurt myself.,-0.5596905839191548,Sadness,0.7722729508692154,High Risk,everything is worthless and i feel hurt myself
P09536,2021-05-18,Very working and okay.,0.2570681642618843,Surprise,0.3030115100108412,Low Risk,very working and okay
P03744,2021-05-18,"I can't take this pain anymore, it's end it all and I want to depressed.",-0.6330649563935793,Sadness,0.8973335221714536,High Risk,i cant take this pain anymore its end it all and i want to depressed
P01801,2021-05-19,Very good and going out.,0.7996914275102187,Neutral,0.2519489600732715,Low Risk,very good and going out
P02649,2021-05-19,Very good and dinner.,0.2755699406408695,Happiness,0.1429932413967531,Low Risk,very good and dinner
P04778,2021-05-20,I am stressed and dark lately.,-0.4176476405300354,Disgust,0.4309599435717508,Medium Risk,i am stressed and dark lately
P07302,2021-05-20,Very friends and fun.,0.3166340116799166,Neutral,0.0378297944833265,Low Risk,very friends and fun
P01099,2021-05-21,I am heavy and sad lately.,-0.4883852635571815,Anger,0.4478874704296501,Medium Risk,i am heavy and sad lately
P05287,2021-05-22,Very happy and okay.,0.2203527209059514,Surprise,0.3094011078188648,Low Risk,very happy and okay
P03919,2021-05-23,Very friends and sunny.,0.620209077374351,Happiness,0.3898436843452966,Low Risk,very friends and sunny
P06887,2021-05-23,Everything is hurt myself and I feel no way out.,-0.8346766291330456,Fear,0.9323235134760712,High Risk,everything is hurt myself and i feel no way out
P01190,2021-05-25,Very sunny and happy.,0.5211694232712346,Happiness,0.0507296090201675,Low Risk,very sunny and happy
P06657,2021-05-25,Very good and okay.,0.7688157570970131,Surprise,0.3501220627027206,Low Risk,very good and okay
P05941,2021-05-26,Very going out and movie.,0.2344539410448777,Happiness,0.382191922778166,Low Risk,very going out and movie
P03671,2021-05-26,Everything is end it all and I feel worthless.,-0.8467941663230267,Sadness,0.8513730903678401,High Risk,everything is end it all and i feel worthless
P00408,2021-05-27,"I can't take this pain anymore, it's hopeless and I want to hurt myself.",-0.5114129078893414,Sadness,0.9980010812075886,High Risk,i cant take this pain anymore its hopeless and i want to hurt myself
P00031,2021-05-28,I am tired and sad lately.,-0.3871450989221969,Anger,0.587306214440138,Medium Risk,i am tired and sad lately
P05365,2021-05-29,Very good and working.,0.204506622705106,Surprise,0.3921846540439322,Low Risk,very good and working
P01811,2021-05-30,I am feeling so hurt myself. I just want to hurt myself.,-0.5726624793078683,Fear,0.953598992706618,High Risk,i am feeling so hurt myself i just want to hurt myself
P08444,2021-06-01,Very movie and happy.,0.6506188464988375,Happiness,0.3157989507309888,Low Risk,very movie and happy
P07023,2021-06-01,Very happy and friends.,0.4058340540664356,Surprise,0.0821019993799023,Low Risk,very happy and friends
P08044,2021-06-02,I am anxious and dark lately.,-0.3751702253812096,Fear,0.571456289768788,Medium Risk,i am anxious and dark lately
P04942,2021-06-02,Very going out and happy.,0.5736984741545116,Happiness,0.3884263328429194,Low Risk,very going out and happy
P08117,2021-06-02,I am overwhelmed and struggling lately.,-0.121272596981977,Anger,0.4630474702021531,Medium Risk,i am overwhelmed and struggling lately
P06407,2021-06-04,Very dinner and working.,0.3137170963652134,Surprise,0.1414690297579867,Low Risk,very dinner and working
P04205,2021-06-04,Very working and happy.,0.4739054128073507,Neutral,0.1992482065703449,Low Risk,very working and happy
P09535,2021-06-04,I am heavy and overwhelmed lately.,-0.4743595443453927,Disgust,0.5651315700077055,Medium Risk,i am heavy and overwhelmed lately
P04329,2021-06-05,Everything is suffering and I feel hopeless.,-0.5523505811455265,Sadness,0.7587616555237412,High Risk,everything is suffering and i feel hopeless
P03144,2021-06-05,Very dinner and sunny.,0.7893487006954925,Happiness,0.1859483720617374,Low Risk,very dinner and sunny
P00160,2021-06-06,I am overwhelmed and sad lately.,-0.1334784067894922,Sadness,0.6848561870972926,Medium Risk,i am overwhelmed and sad lately
P06597,2021-06-08,I am heavy and tired lately.,0.1417468573467778,Disgust,0.6665352594797158,Medium Risk,i am heavy and tired lately
P06150,2021-06-09,Very working and good.,0.3320298644160667,Happiness,0.1072860491042037,Low Risk,very working and good
P07294,2021-06-09,Very sunny and fun.,0.946854600966384,Neutral,0.1975662731265476,Low Risk,very sunny and fun
P06762,2021-06-10,"I can't take this pain anymore, it's worthless and I want to hopeless.",-0.5342192788157465,Sadness,0.9311008365090468,High Risk,i cant take this pain anymore its worthless and i want to hopeless
P02150,2021-06-11,Everything is pointless and I feel no way out.,-0.5949299546272694,Fear,0.9623817383509498,High Risk,everything is pointless and i feel no way out
P01466,2021-06-11,I am stressed and heavy lately.,-0.409650127148383,Disgust,0.6146143051535965,Medium Risk,i am stressed and heavy lately
P00304,2021-06-13,Very working and dinner.,0.3844553566440152,Neutral,0.2050754044066034,Low Risk,very working and dinner
P07038,2021-06-13,Everything is pain and I feel suffering.,-0.7312688148654991,Fear,0.9817637479869876,High Risk,everything is pain and i feel suffering
P03343,2021-06-14,"I can't take this suffering anymore, it's pointless and I want to worthless.",-0.7998904522305944,Fear,0.902723576549255,High Risk,i cant take this suffering anymore its pointless and i want to worthless
P01962,2021-06-16,I am stressed and tired lately.,-0.1755140074802731,Disgust,0.6407968732456659,Medium Risk,i am stressed and tired lately
P08738,2021-06-23,"I can't take this pain anymore, it's end it all and I want to suffering.",-0.8519715442842392,Fear,0.8963984885684148,High Risk,i cant take this pain anymore its end it all and i want to suffering
P04479,2021-06-24,Very okay and movie.,0.9496437068526202,Happiness,0.0997805067809729,Low Risk,very okay and movie
P04079,2021-06-25,"I can't take this pain anymore, it's depressed and I want to end it all.",-0.907212698627476,Fear,0.9339134575541156,High Risk,i cant take this pain anymore its depressed and i want to end it all
P07662,2021-06-25,"I can't take this hopeless anymore, it's end it all and I want to hurt myself.",-0.9228887697355396,Fear,0.8556209307366982,High Risk,i cant take this hopeless anymore its end it all and i want to hurt myself
P07025,2021-06-27,"I can't take this pointless anymore, it's pain and I want to hurt myself.",-0.8921758491810606,Fear,0.9058712469882436,High Risk,i cant take this pointless anymore its pain and i want to hurt myself
P02479,2021-06-27,Everything is pointless and I feel hopeless.,-0.584655197400993,Sadness,0.8542242086857819,High Risk,everything is pointless and i feel hopeless
P02283,2021-06-28,I am dark and tired lately.,-0.3896372812421644,Disgust,0.6942958908396049,Medium Risk,i am dark and tired lately
P00303,2021-06-29,I am lonely and dark lately.,0.1938180382958835,Fear,0.5204740709276462,Medium Risk,i am lonely and dark lately
P06817,2021-06-29,"I can't take this give up anymore, it's worthless and I want to pointless.",-0.8750675286403167,Fear,0.8690536252348818,High Risk,i cant take this give up anymore its worthless and i want to pointless
P09056,2021-07-04,Everything is no way out and I feel end it all.,-0.5675278052685824,Fear,0.7998072043993633,High Risk,everything is no way out and i feel end it all
P07452,2021-07-09,Everything is hopeless and I feel hurt myself.,-0.5968863379362215,Fear,0.832573830314343,High Risk,everything is hopeless and i feel hurt myself
P06186,2021-07-09,Very movie and working.,0.7838341856946591,Surprise,0.355322060918659,Low Risk,very movie and working
P09944,2021-07-10,"I can't take this depressed anymore, it's hopeless and I want to end it all.",-0.6197075975119165,Fear,0.7932726108184152,High Risk,i cant take this depressed anymore its hopeless and i want to end it all
P07951,2021-07-13,I am lonely and tired lately.,0.0334669694072039,Fear,0.5387273014302716,Medium Risk,i am lonely and tired lately
P01967,2021-07-16,Very working and fun.,0.6985379396257498,Neutral,0.088580356549298,Low Risk,very working and fun
P03783,2021-07-20,"I can't take this pain anymore, it's hurt myself and I want to give up.",-0.9260226306130146,Sadness,0.8738424972081125,High Risk,i cant take this pain anymore its hurt myself and i want to give up
P01336,2021-07-21,I am tired and lonely lately.,-0.2716024939017375,Anger,0.672828851105763,Medium Risk,i am tired and lonely lately
P02055,2021-07-21,"I can't take this pointless anymore, it's depressed and I want to worthless.",-0.5948704347413565,Sadness,0.8679981014390674,High Risk,i cant take this pointless anymore its depressed and i want to worthless
P00093,2021-07-23,Everything is end it all and I feel pointless.,-0.9419636797465418,Sadness,0.728247096480568,High Risk,everything is end it all and i feel pointless
P08765,2021-07-23,"I can't take this suffering anymore, it's no way out and I want to hurt myself.",-0.7190191008848056,Fear,0.8551986960591196,High Risk,i cant take this suffering anymore its no way out and i want to hurt myself
P02359,2021-07-24,I am overwhelmed and heavy lately.,-0.2063404034637381,Disgust,0.6161759258111912,Medium Risk,i am overwhelmed and heavy lately
P02208,2021-07-26,"I can't take this hopeless anymore, it's pain and I want to no way out.",-0.7183720780871583,Fear,0.970377762338969,High Risk,i cant take this hopeless anymore its pain and i want to no way out
P06542,2021-07-27,Very dinner and movie.,0.877880022514471,Surprise,0.1487251491722658,Low Risk,very dinner and movie
P04034,2021-07-27,I am dark and sad lately.,-0.3381940427061261,Anger,0.6576776165592079,Medium Risk,i am dark and sad lately
P09883,2021-07-28,"I can't take this pointless anymore, it's worthless and I want to no way out.",-0.7554187810500301,Fear,0.9421535966952168,High Risk,i cant take this pointless anymore its worthless and i want to no way out
P05570,2021-07-29,"I can't take this hopeless anymore, it's no way out and I want to give up.",-0.6170979559845562,Fear,0.998427891192099,High Risk,i cant take this hopeless anymore its no way out and i want to give up
P05530,2021-08-04,Very going out and okay.,0.8961933265976014,Surprise,0.2122549026662609,Low Risk,very going out and okay
P05379,2021-08-05,Everything is hopeless and I feel pain.,-0.6131341315311036,Sadness,0.7663687185325949,High Risk,everything is hopeless and i feel pain
P09262,2021-08-06,Everything is no way out and I feel pointless.,-0.546035276557282,Fear,0.7120941122063644,High Risk,everything is no way out and i feel pointless
P09919,2021-08-07,Very going out and friends.,0.4851256764417477,Happiness,0.3168929089081564,Low Risk,very going out and friends
P01207,2021-08-08,I am sad and heavy lately.,-0.17846799143962,Anger,0.4648998332892481,Medium Risk,i am sad and heavy lately
P04680,2021-08-08,Everything is worthless and I feel give up.,-0.5484413585639318,Fear,0.923489559538268,High Risk,everything is worthless and i feel give up
P06475,2021-08-09,Very sunny and working.,0.2798938823375919,Happiness,0.2955374037018105,Low Risk,very sunny and working
P00550,2021-08-09,"I can't take this suffering anymore, it's pain and I want to depressed.",-0.5736359900621444,Fear,0.9618190751453806,High Risk,i cant take this suffering anymore its pain and i want to depressed
P00578,2021-08-09,I am heavy and lonely lately.,-0.3211546587410767,Sadness,0.5353718032542965,Medium Risk,i am heavy and lonely lately
P06423,2021-08-09,"I can't take this depressed anymore, it's hurt myself and I want to pain.",-0.8392556536049045,Sadness,0.7791875404741124,High Risk,i cant take this depressed anymore its hurt myself and i want to pain
P09543,2021-08-10,"I can't take this hopeless anymore, it's pointless and I want to give up.",-0.7942669668745739,Sadness,0.966534164043235,High Risk,i cant take this hopeless anymore its pointless and i want to give up
P08399,2021-08-11,I am lonely and anxious lately.,-0.0428322536689597,Sadness,0.4296016294256241,Medium Risk,i am lonely and anxious lately
P01219,2021-08-11,Everything is give up and I feel pointless.,-0.9870953035684092,Fear,0.8721597549031289,High Risk,everything is give up and i feel pointless
P06894,2021-08-11,Very okay and sunny.,0.2447583572788964,Surprise,0.186642364777577,Low Risk,very okay and sunny
P04822,2021-08-12,Very going out and good.,0.3240748850168019,Happiness,0.1877528202330381,Low Risk,very going out and good
P00188,2021-08-15,Very happy and dinner.,0.5283174615917292,Neutral,0.3586441051896083,Low Risk,very happy and dinner
